WKT,nama,deskripsi
"LINESTRING (106.7744737 -6.3117769, 106.7746776 -6.3121288, 106.7750531 -6.3121821, 106.775729 -6.3117236, 106.7763244 -6.3118569, 106.776429 -6.3131392, 106.7766744 -6.3152519, 106.7785782 -6.3156685, 106.7808681 -6.318559, 106.7939144 -6.3171941, 106.8069607 -6.3158291, 106.8000942 -6.3308434, 106.7952877 -6.3444924, 106.7904812 -6.3588235, 106.794601 -6.3656477, 106.8076473 -6.3656477, 106.8152004 -6.3608708, 106.8241268 -6.3554114, 106.8378597 -6.3547289, 106.8419796 -6.3458573, 106.8474728 -6.3417627, 106.8550259 -6.3513168, 106.8639523 -6.3588235, 106.874252 -6.3574587, 106.8831784 -6.3683773, 106.895538 -6.3724718, 106.9017178 -6.3711069, 106.907211 -6.3622356, 106.9175107 -6.3683773, 106.9181973 -6.3567762, 106.9202573 -6.3451749, 106.9216306 -6.3322084, 106.9250638 -6.3144642, 106.9243772 -6.3021794, 106.9154508 -6.2967194, 106.9106442 -6.2857992, 106.9099576 -6.2721487, 106.9065244 -6.2619105, 106.9127042 -6.2598629, 106.9181973 -6.2571327, 106.9202573 -6.2489419, 106.9271237 -6.2578152, 106.94017 -6.2557675, 106.9470365 -6.2503071, 106.9470365 -6.2339252, 106.9511564 -6.2236864, 106.9600828 -6.2175429, 106.9683225 -6.2113994, 106.9683225 -6.2011601, 106.973129 -6.1902379, 106.9738157 -6.1738543, 106.9745023 -6.1328929, 106.9717558 -6.1049007, 106.9696958 -6.0939766, 106.953903 -6.0946594, 106.9319303 -6.0980732, 106.9154508 -6.0987559, 106.9003446 -6.0980732, 106.8790585 -6.0953421, 106.8715054 -6.1021697, 106.8591458 -6.1144592, 106.8364865 -6.1212865, 106.8282467 -6.1151419, 106.8131405 -6.1144592, 106.8117672 -6.122652, 106.806274 -6.1103627, 106.8045566 -6.0960263, 106.798892 -6.096027, 106.8005228 -6.1066099, 106.7961881 -6.1081462, 106.7936773 -6.0959418, 106.7886458 -6.0970086, 106.7895633 -6.1053935, 106.7834986 -6.107879, 106.7681066 -6.1022941, 106.7610975 -6.1035978, 106.7520998 -6.1015185, 106.7410779 -6.0963822, 106.7341939 -6.0965456, 106.7293785 -6.0932133, 106.7273143 -6.0891574, 106.7208319 -6.0916954, 106.7194369 -6.0926367, 106.7186965 -6.0919979, 106.7119479 -6.0951142, 106.7091581 -6.0954367, 106.7063041 -6.0963661, 106.7053383 -6.0953325, 106.7039647 -6.0955483, 106.7036213 -6.0963817, 106.7023766 -6.096841, 106.7011106 -6.0965159, 106.6997587 -6.0967029, 106.6976558 -6.0973543, 106.6962395 -6.0966401, 106.692377 -6.0969186, 106.6899735 -6.0968985, 106.6873985 -6.0974858, 106.6877418 -6.1005105, 106.6880851 -6.1035591, 106.6882567 -6.1055101, 106.6890399 -6.1070753, 106.6910248 -6.1074457, 106.6925013 -6.1074973, 106.6938062 -6.1076343, 106.6953002 -6.1089324, 106.6963999 -6.110163, 106.6976069 -6.111223, 106.6972663 -6.1123077, 106.6967526 -6.1129781, 106.6954658 -6.1132706, 106.6887285 -6.1148677, 106.6891003 -6.1189332, 106.6896295 -6.1215634, 106.6874909 -6.1260361, 106.6870653 -6.1285712, 106.6871529 -6.1301375, 106.6881838 -6.1310913, 106.6893001 -6.1332324, 106.6911886 -6.1341322, 106.6910171 -6.1353928, 106.6915321 -6.1371326, 106.6904593 -6.1392825, 106.6887641 -6.1415949, 106.6872729 -6.1431351, 106.6860551 -6.1433932, 106.6864763 -6.1474905, 106.6869014 -6.1482164, 106.6874144 -6.148494, 106.6875841 -6.1536357, 106.6871058 -6.1550509, 106.6875962 -6.1596412, 106.6877127 -6.1607417, 106.6901314 -6.1606519, 106.6889803 -6.1625697, 106.6890056 -6.1649793, 106.6888037 -6.165544, 106.689518 -6.1676611, 106.6886736 -6.1695303, 106.6885518 -6.1720009, 106.6890488 -6.1737055, 106.691486 -6.1743018, 106.6928762 -6.1743013, 106.6938718 -6.1744291, 106.6964724 -6.1756449, 106.6992447 -6.1774581, 106.7039411 -6.1789765, 106.7081226 -6.1813483, 106.7102351 -6.1821504, 106.7135229 -6.1846421, 106.7170683 -6.1868778, 106.7170734 -6.1880898, 106.7168292 -6.1889838, 106.7165354 -6.1892388, 106.7164529 -6.1897503, 106.7163353 -6.1906035, 106.7163036 -6.1914994, 106.7168408 -6.1932059, 106.7176142 -6.1931631, 106.7191381 -6.1923524, 106.7204365 -6.1917551, 106.7215577 -6.191435, 106.7224188 -6.1915737, 106.7231068 -6.191899, 106.724181 -6.1914564, 106.7243023 -6.1938223, 106.7242133 -6.1947541, 106.7236093 -6.1959419, 106.7242038 -6.1966963, 106.7233329 -6.1981198, 106.7234061 -6.2005459, 106.7236926 -6.2026244, 106.7241079 -6.2044895, 106.7240258 -6.2058807, 106.7237292 -6.2077412, 106.7228664 -6.208281, 106.7217033 -6.2086075, 106.7199778 -6.2094738, 106.7196256 -6.2124732, 106.7186771 -6.2156795, 106.7174303 -6.2195437, 106.717471 -6.2242613, 106.7269893 -6.2245759, 106.7379667 -6.2240371, 106.7377909 -6.2261139, 106.7395054 -6.2259578, 106.7404056 -6.227117, 106.7402978 -6.2283365, 106.741746 -6.2287329, 106.7425988 -6.2280352, 106.743111 -6.228369, 106.7431526 -6.2293038, 106.7442891 -6.2297285, 106.7438704 -6.2310928, 106.7453132 -6.2314976, 106.7450047 -6.2324039, 106.7444642 -6.2324945, 106.7446982 -6.2341182, 106.7442026 -6.2360406, 106.7451717 -6.2368445, 106.7468275 -6.2369659, 106.7480846 -6.2408341, 106.7468096 -6.2430385, 106.7464726 -6.2466897, 106.7480239 -6.2502982, 106.7529441 -6.2502167, 106.7532554 -6.252766, 106.7539959 -6.2545474, 106.7537603 -6.2551241, 106.7532892 -6.2555948, 106.7534626 -6.2566216, 106.7540669 -6.2580778, 106.7538164 -6.2589427, 106.7521999 -6.2594925, 106.7510126 -6.2613221, 106.7514382 -6.2620343, 106.7524645 -6.26232, 106.753491 -6.2625203, 106.7543904 -6.2621512, 106.7561276 -6.2617107, 106.756283 -6.2622831, 106.7554594 -6.2626119, 106.7546185 -6.2635442, 106.7522669 -6.2645649, 106.7529793 -6.2666537, 106.7538355 -6.2678266, 106.7520309 -6.2695967, 106.7502242 -6.2717719, 106.7512928 -6.2729233, 106.7514173 -6.274416, 106.7569585 -6.2745834, 106.7569827 -6.2759468, 106.7569518 -6.2779935, 106.7599405 -6.2783984, 106.7617353 -6.2780676, 106.7612828 -6.2814188, 106.7605298 -6.2847274, 106.7637681 -6.2859458, 106.7656661 -6.286491, 106.7667869 -6.2882566, 106.7658023 -6.2888835, 106.7661683 -6.2901354, 106.7667104 -6.2913228, 106.7677675 -6.2918277, 106.7674378 -6.2923681, 106.7677947 -6.2929939, 106.7672074 -6.2947499, 106.7669996 -6.2956706, 106.7683119 -6.2961736, 106.7698693 -6.2956147, 106.7693605 -6.2978732, 106.7705653 -6.2980428, 106.770996 -6.299066, 106.772928 -6.2984685, 106.7735077 -6.2991935, 106.7714373 -6.2993001, 106.7722903 -6.3002065, 106.7728456 -6.3010863, 106.7708058 -6.3017395, 106.7710304 -6.3029618, 106.771529 -6.3033171, 106.772937 -6.3030255, 106.7730831 -6.3037328, 106.772684 -6.304641, 106.7730854 -6.3048391, 106.7737581 -6.3048956, 106.774309 -6.3035161, 106.7749707 -6.3033809, 106.7753445 -6.3039958, 106.7748447 -6.3045592, 106.7746807 -6.3055234, 106.7752424 -6.3059202, 106.7739997 -6.3061826, 106.7738076 -6.3067403, 106.7743123 -6.3074244, 106.774908 -6.3081717, 106.7745192 -6.3088226, 106.7732948 -6.3093826, 106.7733907 -6.3098546, 106.7749407 -6.3103039, 106.7744737 -6.3117769)",DKI Jakarta,
